회사이름,회사설명,회사URL,설명,두 번째 P 요소 텍스트,첫 번째 Span 요소 텍스트,두 번째 Span 요소 텍스트
㈜위미츠,IT 솔루션 테스트QA 인원 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44016520?rPageCode=SL&logpath=21,"솔루션, 테스터, 웹마스터, asp, 검증, 소프트웨어개발",,4일 전 수정,~03/17(일)
㈜아이옵스,(주)아이옵스 총무/전산 관리 대졸 신입 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44016515?rPageCode=SL&logpath=21,"문서관리, 비품관리, 자산관리, 복리후생, 행정, 네트워크관리, 시스템운영, 서버관리, 네트워크관리",사원급,4일 전 수정,~03/17(일)
이수정보㈜,[서대문] OO생명 SFA 운영(java/고급),https://www.jobkorea.co.kr/Recruit/GI_Read/44016512?rPageCode=SL&logpath=21,"SM, DW, SI, SI개발, CRM, ERP",,4일 전 수정,~02/23(금)
글로벌텍스프리㈜,각 부문별 채용 (영업/서버 및 보안 솔루션 운영관리/네트워크 운영 및 관리/재무회계),https://www.jobkorea.co.kr/Recruit/GI_Read/43766109?rPageCode=SL&logpath=21,"유통관리, 데이터관리, 거래처관리, 재무회계, 펌웨어, 인터페이스, SI개발, 영업기획, 시스템분석, 시스템운영, 데이터마이닝, 영업전략, 가맹점관리, 대리점관리, 시스템운영, 정보보안, SI개발, 서버구축, 시스템분석, 유통, SI개발, 거래선개발관리, 네트워크관리, 백화점, SI개발, 매출관리, 시스템설계, 세무신고, 인터페이스, 서버구축, 서버관리, 고객관리, 네트워크관리, 화장품매장, 기술지원, 잡화매장",,4일 전 수정,~03/12(화)
이수정보㈜,[대전] OO생명 보안 및 네트워크 운영 (초급),https://www.jobkorea.co.kr/Recruit/GI_Read/44016492?rPageCode=SL&logpath=21,"SM, DW, SI, CRM, 네트워크관리, 보안관제, ERP, 네트워크관리",,4일 전 수정,~02/23(금)
㈜헤론헬스정보시스템,DW 개발 경력사원 채용(Power BI 경험 필수),https://www.jobkorea.co.kr/Recruit/GI_Read/44016487?rPageCode=SL&logpath=21,"SM, OLAP개발자, 데이터관리, DW, SM, SI, BI, ISP, MS SQL, SI, ETL, DW모델러, Tabular, 소프트웨어개발",,4일 전 수정,~03/17(일)
㈜와튼,하드웨어(H/W) 개발자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/43909973?rPageCode=SL&logpath=21,"회로설계, 임베디드, 펌웨어",과장~차장급 외,4일 전 수정,~03/15(금)
이수정보㈜,[선릉] OO손해보험 플랫폼마케팅 시스템 운영(java/고급),https://www.jobkorea.co.kr/Recruit/GI_Read/44016464?rPageCode=SL&logpath=21,"모바일앱개발, SM, 시스템운영, SI, ERP, 소프트웨어개발",,4일 전 수정,~02/23(금)
퍼니지㈜,퍼니지 flutter 앱 개발자(경력 1년 이상 우대),https://www.jobkorea.co.kr/Recruit/GI_Read/44016460?rPageCode=SL&logpath=21,모바일앱개발,,4일 전 수정,~03/17(일)
㈜그레이고,[그레이고] 언리얼 라이브 스트리밍 개발자 구인,https://www.jobkorea.co.kr/Recruit/GI_Read/43985778?rPageCode=SL&logpath=21,"GUI, 증강현실, 판매, 유통, 가상현실, 클라이언트, 물류, 백화점, 모델링, 의류매장, 인터페이스, MMORPG, 반응형웹",주임~대리급 외,4일 전 수정,~03/14(목)
한화파워시스템㈜,R&D 설계직무 경력사원 채용 - 보기부대 설비 설계,https://www.jobkorea.co.kr/Recruit/GI_Read/44016427?rPageCode=SL&logpath=21,"설비 설계, 시스템설계, 상세설계",,4일 전 수정,~02/29(목)
한화파워시스템㈜,R&D 설계직무 경력사원 채용 - 상세설계,https://www.jobkorea.co.kr/Recruit/GI_Read/44016415?rPageCode=SL&logpath=21,"설비 설계, 시스템설계, 상세설계",,4일 전 수정,~02/29(목)
씨엠티정보통신㈜,"대전 광역시, 둔산동 보안관제 채용 공고",https://www.jobkorea.co.kr/Recruit/GI_Read/44016413?rPageCode=SL&logpath=21,"네트워크보안, 보안관제, 방화벽, 보안컨설팅, 정보보안",,4일 전 수정,~03/17(일)
한화파워시스템㈜,R&D 설계직무 경력사원 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44016394?rPageCode=SL&logpath=21,"설비 설계, 시스템설계, 상세설계",,4일 전 수정,~02/29(목)
파이프트리스마트팜㈜(PAIPT,5년 이상 경력직 프론트엔드 개발자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44016354?rPageCode=SL&logpath=21,"BigData, GUI, 솔루션, 인터페이스, 반응형웹, 소프트웨어개발",,4일 전 수정,~03/17(일)
㈜극동자동화,프로젝트관리자채용(PM),https://www.jobkorea.co.kr/Recruit/GI_Read/44016343?rPageCode=SL&logpath=21,"네트웍구축, 네트워크관리, 통신",,4일 전 수정,~03/17(일)
FPT소프트웨어코리아㈜,[FPT소프트웨어코리아] 자바 엔지니어 (Java Engineer) 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44016325?rPageCode=SL&logpath=21,"모바일앱개발, SM, 솔루션, SI, 소프트웨어개발",,4일 전 수정,상시채용
브이엠에스솔루션스,[브이엠에스솔루션스] 프로젝트 관리자 (PM),https://www.jobkorea.co.kr/Recruit/GI_Read/44016331?rPageCode=SL&logpath=21,"솔루션, PM, SI개발, asp, 시스템설계, 소프트웨어개발",,4일 전 수정,~02/29(목)
이수정보㈜,[종로] OO기관 AI 디지털 교과사업(DA/DBA/고급),https://www.jobkorea.co.kr/Recruit/GI_Read/44016296?rPageCode=SL&logpath=21,"SM, SI, 모델링, DB튜닝",,4일 전 수정,~02/23(금)
㈜극동자동화,NETWORK ENGINEER 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44016307?rPageCode=SL&logpath=21,"네트웍구축, 네트워크관리, 통신",,4일 전 수정,~03/17(일)
교림소프트,[교림소프트] DB엔지니어 신입/경력 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44015695?rPageCode=SL&logpath=21,"모바일앱개발, BigData, 솔루션, ETL, SI, 소프트웨어개발",,4일 전 수정,~03/17(일)
브이엠에스솔루션스,[브이엠에스솔루션스] 소프트웨어 개발자 (경력 4년 이상),https://www.jobkorea.co.kr/Recruit/GI_Read/44016239?rPageCode=SL&logpath=21,"솔루션, 시스템분석, 시스템운영, SI개발, 서버구축, asp, 클라이언트, SI개발, 시스템설계, 아키텍처, 시스템설계, 서버관리, 소프트웨어개발",,4일 전 수정,~03/17(일)
㈜유플러스아이티,프론트엔드 개발자 정규직 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/43788027?rPageCode=SL&logpath=21,"소프트웨어개발, 솔루션, GUI, 반응형웹, 인터페이스",과장~차장급 외,4일 전 수정,상시채용
브이엠에스솔루션스,[브이엠에스솔루션스] 소프트웨어 개발자 (신입),https://www.jobkorea.co.kr/Recruit/GI_Read/44016216?rPageCode=SL&logpath=21,"솔루션, 시스템분석, 시스템운영, SI개발, 서버구축, asp, 클라이언트, SI개발, 시스템설계, 아키텍처, 시스템설계, 서버관리, 소프트웨어개발",,4일 전 수정,~02/29(목)
위메이드,[위메이드XR-Legend of YMIR] 개발PM,https://www.jobkorea.co.kr/Recruit/GI_Read/43867448?rPageCode=SL&logpath=21,"개발PM, PM, MMORPG",사원급 외,4일 전 수정,~02/26(월)
㈜윈스,[경북 구미] PDA(안드로이드) UI 개발 SI 프리랜서 모집(JAVA 고급),https://www.jobkorea.co.kr/Recruit/GI_Read/44016143?rPageCode=SL&logpath=21,"SM, SI",,4일 전 수정,~03/17(일)
㈜디카르고,블록체인 기술 개발자,https://www.jobkorea.co.kr/Recruit/GI_Read/44016134?rPageCode=SL&logpath=21,소프트웨어개발,,4일 전 수정,~03/17(일)
㈜씨이랩,[(주)씨이랩] ML FW개발자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44016127?rPageCode=SL&logpath=21,"BigData, 딥러닝, 인공지능, 모델링, 소프트웨어개발",,4일 전 수정,~03/17(일)
씨앤토트플러스㈜,분당] SaaS 솔루션 운영 지원 담당자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44015985?rPageCode=SL&logpath=21,"SM, 시스템운영",,4일 전 수정,~02/29(목)
씨앤토트플러스㈜,"선릉] VM/ VDI 엔드포인트 운영자 모집(경력, 정규직)",https://www.jobkorea.co.kr/Recruit/GI_Read/44015975?rPageCode=SL&logpath=21,"SM, 시스템운영, 서버구축, 서버관리",,4일 전 수정,~02/29(목)
씨앤토트플러스㈜,판교] 네트워크 엔지니어 모집(신입가능),https://www.jobkorea.co.kr/Recruit/GI_Read/44015961?rPageCode=SL&logpath=21,"SM, 방화벽, 네트워크관리",팀원,4일 전 수정,~02/29(목)
㈜스프레틱스,[코딩온] SW / 코딩 교육 보조 강사 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44015682?rPageCode=SL&logpath=21,직업훈련,,4일 전 수정,상시채용
㈜포앤비,"모바일 개발자 채용(안드로이드, iOS)",https://www.jobkorea.co.kr/Recruit/GI_Read/44015879?rPageCode=SL&logpath=21,"모바일앱개발, 솔루션, 클라이언트, 소프트웨어개발",,4일 전 수정,~04/16(화)
㈜에스앤씨텍,"00군단 내 상주근무자 2명 모집(pc 1명 , 네트워크 1명)",https://www.jobkorea.co.kr/Recruit/GI_Read/43932670?rPageCode=SL&logpath=21,"유지보수, 컴퓨터, 하드웨어, AS, 네트워크관리, 기술지원, 설치, 유지보수, A·S수리, 기술지원, 설치, 유지보수",사원급 외,4일 전 수정,~02/24(토)
㈜대승,전산팀 사원 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44015847?rPageCode=SL&logpath=21,"시스템운영, ERP 개발, MES, 서버구축, 전산, 네트워크관리, 자동차부품, 4GL, 서버구축, DBMS, 네트워크관리",,4일 전 수정,~03/17(일)
티지,"IT컨설턴트, 데이터 컨설팅, 데이터 유지보수 신입 및 경력 모집",https://www.jobkorea.co.kr/Recruit/GI_Read/44015836?rPageCode=SL&logpath=21,"데이터관리, 데이터분석",사원급 외,4일 전 수정,~03/17(일)
㈜마인드브이알,모바일 QA 테스트 Part timer 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44015822?rPageCode=SL&logpath=21,"사회복지, 테스터",,4일 전 수정,~02/29(목)
㈜천재교육,[천재교육] 서비스개발팀 백엔드/프론트엔드 개발자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44015048?rPageCode=SL&logpath=21,"GUI, 반응형웹, 인터페이스",팀원,4일 전 수정,~03/17(일)
기산전자㈜,기술연구소 영상 및 신호처리기반 인식 알고리즘 개발연구원(신입/경력),https://www.jobkorea.co.kr/Recruit/GI_Read/44015757?rPageCode=SL&logpath=21,"C++, 딥러닝, 인식 알고리즘",,4일 전 수정,~03/15(금)
㈜컨포트랩,Software Engineer 경력직(4년 이상) 구인,https://www.jobkorea.co.kr/Recruit/GI_Read/44015752?rPageCode=SL&logpath=21,"빅데이터, 전장, 데이터레이크, 자동제어, ETL, 시스템분석, Hardware, 서버관리, 아키텍처, 시스템설계, 데이터파이프라인",팀원,4일 전 수정,~03/17(일)
보람정보산업㈜,"[보람그룹] 전산팀 개발자 채용 (JAVA, 넥사크로)",https://www.jobkorea.co.kr/Recruit/GI_Read/44015742?rPageCode=SL&logpath=21,"인터페이스, 시스템운영, 상조서비스, 시스템분석, SI개발, 클라이언트, SI개발, 시스템설계, 장례서비스, 메타버스",,4일 전 수정,~03/17(일)
아워콤,"[여의도 보험] 기간계(보험코어, 상담시스템) 개발자 모집 (2024년 5월 - 12월)(8개월)",https://www.jobkorea.co.kr/Recruit/GI_Read/44015733?rPageCode=SL&logpath=21,"SM, SI",,4일 전 수정,~03/17(일)
㈜조이스,일본조이스(주) 프로그래머 및 시스템엔지니어 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44015699?rPageCode=SL&logpath=21,SI개발,,4일 전 수정,~04/16(화)
주식회사 벤디스,[벤디스] 식권대장 백엔드 개발자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44015683?rPageCode=SL&logpath=21,"시스템운영, 서버관리, 서버구축, 시스템분석, 시스템설계, 클라이언트, 네트워크관리",,4일 전 수정,~03/17(일)
㈜메드랑,PHP 개발자 경력/신입 정규직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44015645?rPageCode=SL&logpath=21,"편집, 전자출판, 출판, 출판기획",사원급 외,4일 전 수정,~04/16(화)
㈜워크투게더,Back-End 개발(Spring FrameWork) 중급 개발자,https://www.jobkorea.co.kr/Recruit/GI_Read/43997986?rPageCode=SL&logpath=21,SI개발,주임~대리급 외,4일 전 수정,~02/29(목)
㈜우성정보기술,(서울 상암동) Linux or WEB.WAS서버 운영 인력 초급 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44015560?rPageCode=SL&logpath=21,"스토리지, 시스템운영, 시스템운영, 서버관리",주임~대리급 외,4일 전 수정,~03/17(일)
㈜크레온유니티,[여의도] 금융기관 상주 IT헬프데스크 모집(정규직),https://www.jobkorea.co.kr/Recruit/GI_Read/44015543?rPageCode=SL&logpath=21,"헬프데스크, 기술지원, 네트워크관리, 컴퓨터, AS, 유지보수, 유지보수",,4일 전 수정,~04/16(화)
아토모스,[아토모스] 풀스택 개발자 신입/경력 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44008128?rPageCode=SL&logpath=21,광고대행,팀원 외,4일 전 수정,~03/16(토)
서비스점검,원활한 서비스를 위한 테스트 공고입니다. 02,https://www.jobkorea.co.kr/Recruit/GI_Read/43895306?rPageCode=SL&logpath=21,"청소·미화, 환경관리, 도서관리, 사례관리",사원급 외,4일 전 수정,~02/29(목)
㈜정도,자동제어/전장/PLC/HMI/컨트롤 패널 엔지니어 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44015466?rPageCode=SL&logpath=21,"회로설계, PLC, 프레스",,4일 전 수정,~02/23(금)
㈜엔피엑스,"(주)엔피엑스 S/W개발, 제작팀, 영업팀 (정규직) 모집",https://www.jobkorea.co.kr/Recruit/GI_Read/43923956?rPageCode=SL&logpath=21,"기계설비, 자동화설비, 시스템분석, 시스템설계, 정보보안, 클라이언트, SI개발, 국내영업, 장비영업, 제품개발, 회로설계, PCB, 설치, 조립, 기계조작",,4일 전 수정,~02/29(목)
왓콘,[개발팀] 플러터 앱 개발자,https://www.jobkorea.co.kr/Recruit/GI_Read/43976568?rPageCode=SL&logpath=21,"암호화폐, 모바일App, 핀테크",,4일 전 수정,~03/14(목)
와우컴즈(WOWCOMZ),모바일 앱 개발 담당자 채용 (정규직),https://www.jobkorea.co.kr/Recruit/GI_Read/44015416?rPageCode=SL&logpath=21,안드로이드,주임~대리급,4일 전 수정,~03/17(일)
왓콘,[개발팀] 블록체인 개발자,https://www.jobkorea.co.kr/Recruit/GI_Read/43976734?rPageCode=SL&logpath=21,"암호화폐, 스마트컨트랙트, 모바일App, DID, Dapp",,4일 전 수정,~03/14(목)
아워콤,[여의도 보험] DBA / DA 모집 (2024년 4월 중순 - 12월말까지)(8.5개월),https://www.jobkorea.co.kr/Recruit/GI_Read/44015367?rPageCode=SL&logpath=21,"SM, 데이터관리, SI, 모델링",,4일 전 수정,~03/17(일)
㈜드림시스,[드림시스] SW 경력직 개발자 채용 (자동화시스템),https://www.jobkorea.co.kr/Recruit/GI_Read/44015386?rPageCode=SL&logpath=21,"솔루션, 소프트웨어개발",,4일 전 수정,~03/17(일)
㈜드림시스,[드림시스] 장비 자동화시스템 Engineer 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44015383?rPageCode=SL&logpath=21,"솔루션, 유지보수, 임베디드, SI개발, 설치, 소프트웨어개발, 기술지원",,4일 전 수정,상시채용
㈜드림시스,[드림시스] SW 신규 개발자 채용 (자동화시스템),https://www.jobkorea.co.kr/Recruit/GI_Read/44015377?rPageCode=SL&logpath=21,"솔루션, 소프트웨어개발",,4일 전 수정,상시채용
주식회사 엠더블유네트웍스,Front-end web developer job description,https://www.jobkorea.co.kr/Recruit/GI_Read/44015328?rPageCode=SL&logpath=21,소프트웨어개발,,4일 전 수정,상시채용
㈜인포시즈,[인포시즈] 클라우드 보안 CWPP / CSPM 엔지니어 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/43976135?rPageCode=SL&logpath=21,"네트워크보안, 시스템운영, 방화벽, 네트워크관리, 보안관제, 네트워크관리, 보안소프트웨어, 서버구축, 방화벽",과장~차장급,4일 전 수정,~03/14(목)
㈜인포시즈,[인포시즈] 방화벽 엔지니어 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/43976120?rPageCode=SL&logpath=21,"네트워크보안, 방화벽, 보안관제, 네트워크관리, 보안소프트웨어, 방화벽",과장~차장급,4일 전 수정,~03/14(목)
㈜디앤티,(주)디앤티 경력/신입 - 기구 엔지니어 채용 공고,https://www.jobkorea.co.kr/Recruit/GI_Read/44015307?rPageCode=SL&logpath=21,"기구설계, 3D설계, LCD, R&D, 디스플레이",사원급 외,4일 전 수정,~03/17(일)
㈜오픈에스티,여의도 금융 C#.net 개발자 구함,https://www.jobkorea.co.kr/Recruit/GI_Read/44013479?rPageCode=SL&logpath=21,"SI, SI개발",,4일 전 수정,~03/17(일)
㈜와일리,[와일리] 퍼블리셔 경력 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/43981038?rPageCode=SL&logpath=21,"웹표준·웹접근성, GUI, 반응형웹, 웹마스터, 웹프로덕션, 웹에이전시",,4일 전 수정,~03/14(목)
전국렌터카공제조합,"기간계[JAVA, JSP] 개발 경력직 채용",https://www.jobkorea.co.kr/Recruit/GI_Read/44012673?rPageCode=SL&logpath=21,"손해사정, 자동차보험, 시스템운영, SI개발, 서버구축, 시스템분석, 시스템설계, 보험영업, 생명보험, 서버관리, 네트워크관리, 손해보험",,4일 전 수정,~04/17(수)
엠알오텍,PC 소프트웨어개발 정규직 모집 (청년내일채움공제 가능),https://www.jobkorea.co.kr/Recruit/GI_Read/44015263?rPageCode=SL&logpath=21,"전자, Hardware, Firmware, 기구설계, 시스템설계",사원급 외,4일 전 수정,~04/16(화)
㈜디엔아이시스템,개발자를 모십니다.,https://www.jobkorea.co.kr/Recruit/GI_Read/44001946?rPageCode=SL&logpath=21,SI,사원급 외,4일 전 수정,~02/29(목)
㈜스핀토테크놀러지,오라클 데이터베이스(Oracle Database) 기술지원 엔지니어 채용 (신입/경력),https://www.jobkorea.co.kr/Recruit/GI_Read/43797977?rPageCode=SL&logpath=21,"데이터관리, DBMS, Oracle",,4일 전 수정,~03/17(일)
